id,topic,syllabus_ref,difficulty,is_hazard,prompt_ja,prompt_en,prompt_my,choice_a_ja,choice_b_ja,choice_a_en,choice_b_en,correct_answer,explanation_ja,explanation_en,explanation_my,hazard_p1_en,hazard_p1_answer,hazard_p2_en,hazard_p2_answer,hazard_p3_en,hazard_p3_answer,image_filename,media_src,verified,reviewer_notes
jp_car_0255,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,easy,N,「歩行者専用」の標識がある道路や区域には、原則として車両は進入できない。,"As a general rule, vehicles are not allowed to enter roads or areas marked with ""Pedestrian Only"" signs.",「လူသွားလူလာသီးသန့်」ဆိုင်းဘုတ်ရှိသော လမ်း သို့မဟုတ် ဇုန်သို့ အခြေခံအားဖြင့် ယာဉ်များ ဝင်ရောက်ခွင့်မရှိပါ။,正しい,誤り,True,False,A,歩行者専用の標識がある道路は、許可された車両を除き、一般車両の通行が禁止されている。,"Roads with pedestrian-only signs are closed to general vehicles, except for authorized vehicles.",လူသွားလူလာသီးသန့်ဆိုင်းဘုတ်ရှိသော လမ်းသည် ခွင့်ပြုထားသောယာဉ်များမှလွဲ၍ သာမန်ယာဉ်များ ဖြတ်သန်းခြင်းကို တားမြစ်ထားသည်။,,,,,,,,,PENDING,
jp_car_0256,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,easy,N,「自転車横断帯」を示す標示は、自転車が横断するための場所であることを示している。,"A sign indicating a ""bicycle crossing zone"" indicates that this is a place for bicycles to cross.",「စက်ဘီးဖြတ်ကျော်လမ်း」ဖော်ပြသော အမှတ်အသားသည် စက်ဘီးများ ဖြတ်ကျော်ရန်နေရာဖြစ်ကြောင်း ဖော်ပြသည်။,正しい,誤り,True,False,A,自転車横断帯は自転車が道路を横断するために設けられた場所で、車両はその通行を妨げてはならない。,"A bicycle crossing zone is a place set up for bicycles to cross the road, and vehicles must not obstruct their passage.",စက်ဘီးဖြတ်ကျော်လမ်းသည် စက်ဘီးများ လမ်းကို ဖြတ်ကျော်ရန် သတ်မှတ်ထားသော နေရာဖြစ်ပြီး ယာဉ်များသည် ၎င်း၏ ဖြတ်သန်းမှုကို မနှောင့်ယှက်ရ။,,,,,,,,,PENDING,
jp_car_0257,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,「学校、幼稚園、保育所等あり」の標識がある区間では、必ず一時停止しなければならない。,"You must always stop in sections where there is a sign that says ""Schools, kindergartens, daycare centers, etc."".",「ကျောင်း၊ မူကြိုကျောင်း၊ ကလေးထိန်းဌာနရှိသည်」ဆိုင်းဘုတ်ရှိသောနေရာတွင် မဖြစ်မနေ ခေတ္တရပ်ရမည်။,正しい,誤り,True,False,B,この標識は警戒標識であり、一時停止の義務はないが、子供の飛び出しなどに備えて速度を落とす必要がある。,"This sign is a warning sign, and you are not obligated to stop, but you should slow down in case a child jumps out.",ဤဆိုင်းဘုတ်သည် သတိပေးဆိုင်းဘုတ်ဖြစ်ပြီး ခေတ္တရပ်ရမည့် တာဝန်မရှိသော်လည်း ကလေးများ ရုတ်တရက်ထွက်လာနိုင်ခြေအတွက် အရှိန်လျှော့ရန် လိုအပ်သည်။,,,,,,,,,PENDING,
jp_car_0258,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,対面信号機が青色矢印（左向き）のみを表示しているときは、その方向への進行のみが認められる。,"When the oncoming traffic light displays only a blue arrow (pointing to the left), you are only permitted to proceed in that direction.",ရှေ့မှမီးပွိုင့်သည် အစိမ်းရောင်မြှား (ဘယ်ဘက်ညွှန်) တစ်ခုတည်း ပြသနေချိန် ထိုဦးတည်ရာသို့ ဆက်သွားခြင်းကိုသာ ခွင့်ပြုသည်။,正しい,誤り,True,False,A,矢印信号は矢印の方向にのみ進行を許可するもので、左向きの矢印のみの場合は左折のみが認められる。,"Arrow signals only allow you to proceed in the direction of the arrow, and if the only arrow is pointing left, you are only allowed to turn left.",မြှားပုံစံမီးပွိုင့်သည် မြှားညွှန်ထားသော ဦးတည်ရာသို့သာ သွားလာခွင့်ပြုပြီး ဘယ်ဘက်မြှားတစ်ခုတည်း ဖြစ်နေလျှင် ဘယ်ဘက်ကွေ့ခြင်းကိုသာ ခွင့်ပြုသည်။,,,,,,,,,PENDING,
jp_car_0259,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,easy,N,トンネルの入口手前にある「ライト点灯」の標識は、ヘッドライトを点灯させるよう指示するものである。,"The ""lights on"" sign in front of the tunnel entrance instructs drivers to turn on their headlights.",ဥမင်လိုဏ်ခေါင်း ဝင်ပေါက်မတိုင်မီရှိ 「မီးထွန်းရန်」ဆိုင်းဘုတ်သည် ရှေ့မီးများကို ထွန်းညှိရန် ညွှန်ကြားသော ဆိုင်းဘုတ်ဖြစ်သည်။,正しい,誤り,True,False,A,ライト点灯の標識は、トンネル内で他車から視認されやすくするため、ヘッドライトを点灯するよう指示するものである。,The lights on sign instructs drivers to turn on their headlights in order to be more visible to other vehicles in the tunnel.,မီးထွန်းရန်ဆိုင်းဘုတ်သည် ဥမင်လိုဏ်ခေါင်းအတွင်း အခြားယာဉ်များက မြင်နိုင်စေရန် ရှေ့မီးများကို ထွန်းညှိရန် ညွှန်ကြားခြင်းဖြစ်သည်။,,,,,,,,,PENDING,
jp_car_0260,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,easy,N,対面する信号が黄色に変わったときは、安全に停止できる場合は停止しなければならない。,"When the traffic light you are facing turns yellow, you must stop if it is safe to do so.",ရှေ့မှမီးပွိုင့် အဝါရောင်ပြောင်းသွားချိန် ဘေးကင်းစွာ ရပ်နိုင်ပါက ရပ်ရမည်။,正しい,誤り,True,False,A,黄色信号は、安全に停止できる場合は停止し、すでに交差点に近すぎて停止が危険な場合のみ進行が認められる。,"A yellow light allows you to stop if it is safe to do so, and only allows you to proceed if you are already too close to the intersection and it is dangerous to stop.",အဝါရောင်မီးပွိုင့်သည် ဘေးကင်းစွာ ရပ်နိုင်ပါက ရပ်ရမည်ဖြစ်ပြီး လမ်းဆုံအနီးရောက်ပြီး ရပ်ခြင်းက အန္တရာယ်ရှိသောအခါမှသာ ဆက်သွားခွင့်ပြုသည်။,,,,,,,,,PENDING,
jp_car_0261,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,easy,N,「一方通行」の標識がある道路の逆走は、重大な交通違反となる。,"Driving the wrong way on a road with a ""one-way"" sign is a serious traffic violation.",「တစ်ဖက်သွားလမ်း」ဆိုင်းဘုတ်ရှိသောလမ်း၏ ပြောင်းပြန်မောင်းခြင်းသည် ပြင်းထန်သော ယာဉ်ကြောဥပဒေချိုးဖောက်မှုဖြစ်သည်။,正しい,誤り,True,False,A,一方通行の逆走は、対向してくる車両との正面衝突の危険が非常に高く、重大な違反として扱われる。,"Driving the wrong way on a one-way street poses a very high risk of a head-on collision with an oncoming vehicle, and is treated as a serious violation.",တစ်ဖက်သွားလမ်းကို ပြောင်းပြန်မောင်းခြင်းသည် ဆန့်ကျင်ဘက်မှလာသော ယာဉ်များနှင့် တိုက်ရိုက်တိုက်မိနိုင်ခြေ အလွန်မြင့်မားသောကြောင့် ပြင်းထန်သောချိုးဖောက်မှုအဖြစ် သတ်မှတ်ထားသည်။,,,,,,,,,PENDING,
jp_car_0262,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,手信号による交通整理をしている警察官がいる場合でも、信号機の表示が優先される。,"Even if there are police officers arranging traffic by hand signal, the display of the traffic light is preferred.",လက်လက္ခဏာဖြင့် သွားလာမှုကို ထိန်းချုပ်နေသော ရဲအရာရှိရှိပါက မီးပွိုင့်၏ ပြသချက်က ဦးစားပေးခံရသည်။,正しい,誤り,True,False,B,警察官の手信号は信号機の表示よりも優先され、両者が異なる場合は警察官の指示に従わなければならない。,"A police officer's hand signal takes precedence over a traffic light display, and if the two differ, you must follow the police officer's instructions.",ရဲအရာရှိ၏ လက်လက္ခဏာသည် မီးပွိုင့်၏ ပြသချက်ထက် ဦးစားပေးခံရပြီး နှစ်ခု ကွဲပြားနေပါက ရဲအရာရှိ၏ ညွှန်ကြားချက်ကို လိုက်နာရမည်။,,,,,,,,,PENDING,
jp_car_0263,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,「駐車禁止」を示す道路標示（黄色の破線など）は、標識と同様の効力を持つ。,"Road markings indicating ""no parking"" (such as broken yellow lines) have the same effect as road signs.",「ရပ်နားခွင့်မရှိ」ဖော်ပြသော လမ်းအမှတ်အသား (အဝါရောင်ပြတ်လိုင်းစသည်) သည် ဆိုင်းဘုတ်နှင့် တူညီသောသက်ရောက်မှုရှိသည်။,正しい,誤り,True,False,A,道路標示は標識と同じ法的効力を持ち、黄色の破線などによる駐車禁止の表示にも従わなければならない。,"Road markings have the same legal effect as road signs, and must also comply with no-parking signs such as dashed yellow lines.",လမ်းအမှတ်အသားသည် ဆိုင်းဘုတ်နှင့် တူညီသော ဥပဒေအရ သက်ရောက်မှုရှိပြီး အဝါရောင်ပြတ်လိုင်းစသည့် ရပ်နားခွင့်မရှိ ဖော်ပြချက်ကိုလည်း လိုက်နာရမည်။,,,,,,,,,PENDING,
jp_car_0264,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,easy,N,信号機のない踏切には「踏切あり」の警戒標識が設置されている。,"At level crossings without traffic lights, warning signs indicating ""Level Crossing"" are installed.",မီးပွိုင့်မရှိသော မီးရထားဖြတ်ကျော်တွင် 「ဖြတ်ကျော်ရှိသည်」ဆိုင်သတိပေးဆိုင်းဘုတ် တပ်ဆင်ထားသည်။,正しい,誤り,True,False,A,踏切には信号機の有無にかかわらず、前方に踏切があることを知らせる警戒標識が設置されている。,"Warning signs are installed at railroad crossings, regardless of whether they have traffic lights or not, to let you know that there is a railroad crossing ahead.",မီးရထားဖြတ်ကျော်တွင် မီးပွိုင့်ရှိမရှိမသက်ဆိုင်ဘဲ ရှေ့တွင် ဖြတ်ကျော်ရှိကြောင်း အသိပေးသော သတိပေးဆိုင်းဘုတ် တပ်ဆင်ထားသည်။,,,,,,,,,PENDING,
jp_car_0265,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,easy,N,信号が青色に変わった直後は、対向車や歩行者の有無を確認せずにすぐ発進してよい。,"Immediately after the traffic light turns green, you may start driving immediately without checking for oncoming vehicles or pedestrians.",မီးပွိုင့် အစိမ်းရောင် ပြောင်းသွားပြီးချက်ချင်း ဆန့်ကျင်ဘက်ကားနှင့် လူသွားလူလာ ရှိမရှိကို မစစ်ဆေးဘဲ ချက်ချင်းထွက်နိုင်သည်။,正しい,誤り,True,False,B,青信号に変わっても、すでに交差点内にいる車両や横断中の歩行者がいる場合があるため、安全確認をしてから発進する。,"Even when the light turns green, there may be vehicles already in the intersection or pedestrians crossing, so check for safety before proceeding.",မီးပွိုင့် အစိမ်းရောင်ပြောင်းသွားသော်လည်း လမ်းဆုံအတွင်း ကျန်ရှိနေသောယာဉ် သို့မဟုတ် ဖြတ်ကူးနေသော လူသွားလူလာ ရှိနိုင်သောကြောင့် ဘေးကင်းမှုကို စစ်ဆေးပြီးမှ ထွက်ခွာရမည်။,,,,,,,,,PENDING,
jp_car_0266,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,交差点の手前にある「進行方向別通行区分」の標示は、車線ごとに進める方向を指定するものである。,"The ""traffic division by direction"" sign in front of the intersection specifies the direction of travel for each lane.",လမ်းဆုံမတိုင်မီရှိ 「သွားရာဦးတည်ရာအလိုက် ခွဲခြားခွင့်」ဖော်ပြချက်သည် လမ်းကြောင်းတစ်ခုစီ သွားနိုင်သောဦးတည်ရာကို သတ်မှတ်ပေးသည်ဖြစ်သည်။,正しい,誤り,True,False,A,この標示は各車線から進める方向（直進・右折・左折）を指定するもので、違う方向へ進むことはできない。,"These signs specify the direction in which you should proceed from each lane (go straight, turn right, turn left), and you cannot proceed in a different direction.",ဤဖော်ပြချက်သည် လမ်းကြောင်းတစ်ခုစီမှ သွားနိုင်သောဦးတည်ရာ (တည့်တည့်၊ ညာဘက်ကွေ့၊ ဘယ်ဘက်ကွေ့) ကို သတ်မှတ်ပေးပြီး အခြားဦးတည်ရာသို့ မသွားနိုင်ပါ။,,,,,,,,,PENDING,
jp_car_0267,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,「終わり」の補助標識が付いた規制標識は、そこから先はその規制が解除されることを示している。,"A restriction sign with an ""end"" auxiliary sign indicates that the restriction will be lifted from that point forward.",「အဆုံး」အထောက်အကူဆိုင်းဘုတ်ပါသော ကန့်သတ်ဆိုင်းဘုတ်သည် ထိုနေရာမှစ၍ ကန့်သတ်ချက် ပြေလျော့သွားကြောင်း ဖော်ပြသည်။,正しい,誤り,True,False,A,「終わり」の補助標識は、それまで適用されていた規制がその地点から先は解除されることを示すものである。,"The ""End"" auxiliary sign indicates that the restrictions that were in place up to that point are lifted from that point onwards.",「အဆုံး」အထောက်အကူဆိုင်းဘုတ်သည် ယခုအထိ အသုံးပြုနေသော ကန့်သတ်ချက်ကို ထိုနေရာမှစ၍ ပြေလျော့ကြောင်း ဖော်ပြသည်။,,,,,,,,,PENDING,
jp_car_0268,honmen_hazard_prediction_illustration,jp.car.honmen.ch4-hazard-illustration,hard,Y,"次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

住宅街の交差点に近づいている。左側の電柱の陰になっていて見通しが悪い。最も注意すべき危険は何か。",Look at the following scene and answer whether each statement A through C is correct or incorrect. You are approaching an intersection in a residential area. A utility pole on the left creates a blind spot with poor visibility. What danger should you watch for most?,"အောက်ပါပုံစံအတွက် အ〜ဥ စာဖော်ပြချက်တစ်ခုစီ မှန်သည်မှားသည် ဖြေပါ။

အိမ်ရာဇုန်ရှိ လမ်းဆုံသို့ ချဉ်းကပ်နေသည်။ ဘယ်ဘက်ရှိ ကျောက်တိုင်၏ အရိပ်ကွယ်ကြောင့် မြင်နိုင်စွမ်း နည်းနေသည်။ အသတိအထားရဆုံးအန္တရာယ်က ဘာလဲ။",正しい,誤り,True,False,A,電柱や塀の陰から自転車に乗った子供が飛び出してくることがあるため、速度を落として備える必要がある。,"Children on bicycles may jump out from behind telephone poles or fences, so you need to slow down and be prepared.",ကျောက်တိုင် သို့မဟုတ် တံတိုင်း၏ အရိပ်ကွယ်မှ စက်ဘီးစီးနေသော ကလေးများ ရုတ်တရက်ထွက်လာနိုင်သောကြောင့် အရှိန်လျှော့ပြီး ပြင်ဆင်ထားရန် လိုအပ်သည်။,A child riding a bicycle jumps out from behind a telephone pole,T,The oncoming vehicle wiper is moving,F,Seeing airplanes in the distant sky,F,,,PENDING,
jp_car_0269,honmen_hazard_prediction_illustration,jp.car.honmen.ch4-hazard-illustration,hard,Y,"次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

道路の左側に駐車している車両の脇を通過しようとしている。運転席側にドライバーの姿が見える。最も注意すべき危険は何か。",Look at the following scene and answer whether each statement from A to C is true or false. You are trying to pass a vehicle parked on the left side of the road. The driver can be seen on the driver's side. What dangers should I be most careful about?,"အောက်ပါပုံစံအတွက် အ〜ဥ စာဖော်ပြချက်တစ်ခုစီ မှန်သည်မှားသည် ဖြေပါ။

လမ်း၏ ဘယ်ဘက်တွင် ရပ်နားထားသော ယာဉ်၏ အနားကို ဖြတ်သွားရန် ကြိုးစားနေသည်။ ယာဉ်မောင်းနေရာဘက်တွင် ယာဉ်မောင်းသူ၏ ရုပ်ပုံမြင်ရသည်။ အသတိအထားရဆုံးအန္တရာယ်က ဘာလဲ။",正しい,誤り,True,False,A,駐車中の車のドアが急に開き、車体や乗員と接触する危険があるため、車両からある程度の間隔をとって通過する。,"Pass a parked car at a certain distance from the vehicle, as there is a risk of the door suddenly opening and coming into contact with the vehicle or its occupants.",ရပ်နားထားသော ကား၏ တံခါး ရုတ်တရက်ပွင့်ပြီး ကားကိုယ်ထည် သို့မဟုတ် စီးသူနှင့် ထိမှန်နိုင်ခြေရှိသောကြောင့် ကားနှင့် အကွာအဝေးထားပြီး ဖြတ်သန်းရမည်။,Driver's door opens abruptly,T,Parked vehicle engine noise becomes louder,F,The traffic light ahead changes from yellow to green.,F,,,PENDING,
jp_car_0270,honmen_hazard_prediction_illustration,jp.car.honmen.ch4-hazard-illustration,hard,Y,"次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

前方の路線バスが停留所に停車し、乗客が乗り降りしている。バスの前方は死角になっている。最も注意すべき危険は何か。",Look at the following scene and answer whether each statement A through C is correct or incorrect. A route bus ahead has stopped at a bus stop and passengers are boarding or alighting. The area in front of the bus is a blind spot. What danger should you watch for most?,"အောက်ပါပုံစံအတွက် အ〜ဥ စာဖော်ပြချက်တစ်ခုစီ မှန်သည်မှားသည် ဖြေပါ။

ရှေ့ရှိ ဘတ်စ်ကားလိုင်းသည် ရပ်နားစခန်းတွင် ရပ်နားပြီး ခရီးသည်များ တက်/ဆင်းနေသည်။ ဘတ်စ်ကား၏ ရှေ့ဘက်သည် မြင်ရခက်သောနေရာ ဖြစ်နေသည်။ အသတိအထားရဆုံးအန္တရာယ်က ဘာလဲ။",正しい,誤り,True,False,A,バスの前方から降車した乗客が道路を横断するため急に飛び出してくることがあり、注意が必要である。,"Passengers who get off from the front of the bus may suddenly jump out to cross the road, so be careful.",ဘတ်စ်ကား၏ ရှေ့ဘက်မှ ဆင်းသွားသော ခရီးသည်များသည် လမ်းကိုဖြတ်ရန် ရုတ်တရက်ထွက်လာနိုင်သောကြောင့် သတိပြုရန် လိုအပ်သည်။,Passengers crossing the road from the front of the bus,T,Bus driver honking the horn,F,A rainbow can be seen behind the bus,F,,,PENDING,
jp_car_0271,honmen_hazard_prediction_illustration,jp.car.honmen.ch4-hazard-illustration,hard,Y,"次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

商店街の狭い道路で、荷物を積んだ台車を押す高齢者が車道側にはみ出して歩いている。最も注意すべき危険は何か。","Look at the following scene and answer whether each statement from A to C is true or false. On a narrow street in a shopping district, an elderly man pushing a trolley loaded with luggage is walking on the side of the road. What dangers should I be most careful about?","အောက်ပါပုံစံအတွက် အ〜ဥ စာဖော်ပြချက်တစ်ခုစီ မှန်သည်မှားသည် ဖြေပါ။

ကုန်တိုက်လမ်းကျဉ်းတွင် ပစ္စည်းများ တင်ထားသော လှည်းကို တွန်းနေသော သက်ကြီးရွယ်အိုသည် ယာဉ်လမ်းဘက်သို့ ကျော်ဝင်နေသည်။ အသတိအထားရဆုံးအန္တရာယ်က ဘာလဲ။",正しい,誤り,True,False,A,高齢者は台車の操作に気をとられ、周囲の車両への注意が薄れがちなため、速度を落として距離をとる必要がある。,"Elderly people tend to be distracted by operating the trolley and pay less attention to the vehicles around them, so they need to slow down and keep a safe distance.",သက်ကြီးရွယ်အိုသည် လှည်းကို ထိန်းချုပ်ရန် အာရုံစိုက်နေသောကြောင့် ပတ်ဝန်းကျင်ယာဉ်များအား အာရုံစူးစိုက်မှု လျော့နည်းလွယ်ပြီး အရှိန်လျှော့ကာ အကွာအဝေးထားရန် လိုအပ်သည်။,An elderly person staggers along with the trolley to the side of the road.,T,The color of the store sign is bright,F,Hearing music from distant shops,F,,,PENDING,
jp_car_0272,honmen_hazard_prediction_illustration,jp.car.honmen.ch4-hazard-illustration,hard,Y,"次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

夜間走行中、対向車のヘッドライトがまぶしく、道路脇の歩行者が見えにくくなっている。最も注意すべき危険は何か。","Look at the following scene and answer whether each statement from A to C is true or false. When driving at night, the headlights of oncoming cars are blinding, making it difficult to see pedestrians on the side of the road. What dangers should I be most careful about?","အောက်ပါပုံစံအတွက် အ〜ဥ စာဖော်ပြချက်တစ်ခုစီ မှန်သည်မှားသည် ဖြေပါ။

ညဘက်မောင်းနှင်နေစဉ် ဆန့်ကျင်ဘက်ကား၏ ရှေ့မီးသည် အလွန်တောက်ပနေပြီး လမ်းဘေးရှိ လူသွားလူလာကို မြင်ရခက်နေသည်။ အသတိအထားရဆုံးအန္တရာယ်က ဘာလဲ။",正しい,誤り,True,False,A,対向車のライトで幻惑されているときは、道路脇の歩行者や自転車に気づきにくいため、視線をやや左にずらし速度を落とす。,"When you are dazzled by the lights of an oncoming vehicle, it is difficult to notice pedestrians or bicycles on the side of the road, so shift your gaze slightly to the left and slow down.",ဆန့်ကျင်ဘက်ကား၏ မီးအလင်းရောင်ကြောင့် မျက်စိမှုန်ဝါးနေချိန် လမ်းဘေးရှိ လူသွားလူလာနှင့် စက်ဘီးများကို သတိမပြုမိလွယ်သောကြောင့် အမြင်ကို အနည်းငယ် ဘယ်ဘက်သို့ ရွှေ့ပြီး အရှိန်လျှော့ရမည်။,Pedestrians who could not be seen due to glare were on the side of the road.,T,Oncoming vehicle speed must be constant,F,There is enough fuel in the car,F,,,PENDING,
jp_car_0273,honmen_hazard_prediction_illustration,jp.car.honmen.ch4-hazard-illustration,hard,Y,"次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

大雨の後、道路の水たまりが広がっている。水たまりの下に道路の陥没が隠れている可能性がある。最も注意すべき危険は何か。","Look at the following scene and answer whether each statement from A to C is true or false. After heavy rain, there are puddles on the road. A pothole may be hidden beneath the puddle. What dangers should I be most careful about?","အောက်ပါပုံစံအတွက် အ〜ဥ စာဖော်ပြချက်တစ်ခုစီ မှန်သည်မှားသည် ဖြေပါ။

မိုးသည်းထန်စွာရွာပြီးနောက် လမ်းပေါ်ရှိ ရေအိုင်များ ကျယ်ဝန်းနေသည်။ ရေအိုင်အောက်တွင် လမ်းပြိုကျမှု ဖုံးကွယ်နေနိုင်ခြေရှိသည်။ အသတိအထားရဆုံးအန္တရာယ်က ဘာလဲ။",正しい,誤り,True,False,A,水たまりの下に路面の陥没や深い穴が隠れていることがあるため、速度を落として慎重に通過する必要がある。,"There may be potholes or deep potholes hidden beneath the puddles, so you need to slow down and pass carefully.",ရေအိုင်အောက်တွင် လမ်းပြိုကျမှု သို့မဟုတ် တွင်းနက်များ ဖုံးကွယ်နေနိုင်သောကြောင့် အရှိန်လျှော့ပြီး ဂရုတစိုက် ဖြတ်သန်းရန် လိုအပ်သည်။,A deep hole hidden under a puddle,T,The leaves of the street tree in front are green,F,The windows of distant buildings are glowing,F,,,PENDING,
jp_car_0274,honmen_hazard_prediction_illustration,jp.car.honmen.ch4-hazard-illustration,hard,Y,"次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

前方の交差点で対向車が右折待ちをしている。その陰からバイクが直進してくる可能性がある。最も注意すべき危険は何か。",Look at the following scene and answer whether each statement from A to C is true or false. An oncoming car is waiting to turn right at the intersection ahead. There is a possibility that a motorcycle will come straight ahead from behind it. What dangers should I be most careful about?,"အောက်ပါပုံစံအတွက် အ〜ဥ စာဖော်ပြချက်တစ်ခုစီ မှန်သည်မှားသည် ဖြေပါ။

ရှေ့ရှိလမ်းဆုံတွင် ဆန့်ကျင်ဘက်ကားသည် ညာဘက်ကွေ့ရန် စောင့်နေသည်။ ၎င်း၏ အရိပ်ကွယ်မှ ဆိုင်ကယ်တစ်စီး တည့်တည့် ချဉ်းကပ်လာနိုင်ခြေရှိသည်။ အသတိအထားရဆုံးအန္တရာယ်က ဘာလဲ။",正しい,誤り,True,False,A,右折待ち車両の陰に隠れて対向直進のバイクが見えなくなることがあるため、自分が右折する際は特に注意する。,"Be especially careful when you turn right, as you may not be able to see the oncoming bike in the shadow of the vehicle waiting to turn right.",ညာဘက်ကွေ့ရန်စောင့်နေသော ယာဉ်၏ အရိပ်ကွယ်တွင် ဆန့်ကျင်ဘက်မှ တည့်တည့်လာသော ဆိုင်ကယ်ကို မမြင်ရနိုင်သောကြောင့် မိမိကိုယ်တိုင် ညာဘက်ကွေ့မည်ဆိုပါက အထူးသတိပြုရမည်။,A motorcycle going straight appears from behind a vehicle waiting to turn right.,T,The oncoming vehicle has its hazard lights on,F,There is a big sign at the end of the intersection,F,,,PENDING,
jp_car_0275,honmen_hazard_prediction_illustration,jp.car.honmen.ch4-hazard-illustration,hard,Y,"次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

下校時間帯の住宅街の道路で、複数の子供たちが横に広がっておしゃべりをしながら歩いている。最も注意すべき危険は何か。","Look at the following scene and answer whether each statement from A to C is true or false. On a road in a residential area during school hours, a group of children walk side by side, chatting. What dangers should I be most careful about?","အောက်ပါပုံစံအတွက် အ〜ဥ စာဖော်ပြချက်တစ်ခုစီ မှန်သည်မှားသည် ဖြေပါ။

ကျောင်းဆင်းချိန် အိမ်ရာဇုန်လမ်းတွင် ကလေးများစွာသည် အနံဖြန့်ကာ စကားပြောနေကြသည်။ အသတိအထားရဆုံးအန္တရာယ်က ဘာလဲ။",正しい,誤り,True,False,A,集団で歩く子供は周囲の車両に気づかず、急に車道側へ飛び出すことがあるため、十分に速度を落とす必要がある。,"Children walking in groups do not notice surrounding vehicles and may suddenly jump out to the driveway side, so it is necessary to slow down sufficiently.",အုပ်စုလိုက်လမ်းလျှောက်နေသော ကလေးများသည် ပတ်ဝန်းကျင်ယာဉ်များကို သတိမပြုမိဘဲ ယာဉ်လမ်းဘက်သို့ ရုတ်တရက်ထွက်လာနိုင်သောကြောင့် အရှိန်ကို လုံလောက်စွာ လျှော့ချရန် လိုအပ်သည်။,One of the children suddenly runs out onto the road.,T,Children's school bags are different colors,F,The school bell is ringing in the distance,F,,,PENDING,
jp_car_0276,honmen_hazard_prediction_illustration,jp.car.honmen.ch4-hazard-illustration,hard,Y,"次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

高速道路の合流部分を走行中、加速車線から本線に強引に入ろうとしている車がいる。最も注意すべき危険は何か。","Look at the following scene and answer whether each statement from A to C is true or false. While driving on a merging section of the expressway, a car tries to forcefully enter the main lane from the acceleration lane. What dangers should I be most careful about?","အောက်ပါပုံစံအတွက် အ〜ဥ စာဖော်ပြချက်တစ်ခုစီ မှန်သည်မှားသည် ဖြေပါ။

မြန်နှုန်းမြင့်လမ်းမ ပေါင်းစည်းရာနေရာတွင် မောင်းနှင်နေစဉ် အရှိန်မြှင့်လမ်းကြောင်းမှ ပင်မလမ်းကြောင်းသို့ အတင်း ဝင်ရောက်ရန် ကြိုးစားနေသောကားတစ်စီးရှိသည်။ အသတိအထားရဆုံးအန္တရာယ်က ဘာလဲ။",正しい,誤り,True,False,A,合流部分では強引に割り込んでくる車両があるため、速度を調整し、必要に応じて進路を空けて衝突を避ける。,"At the merging part, there is a vehicle that forcibly interrupts, so adjust the speed and clear the way to avoid a collision if necessary.",ပေါင်းစည်းရာနေရာတွင် အတင်းဝင်ရောက်လာသော ယာဉ်များရှိသောကြောင့် အရှိန်ညှိပြီး လိုအပ်ပါက လမ်းကြောင်းဖွင့်ပေး၍ တိုက်မိမှုကို ရှောင်ရမည်။,A merging vehicle forcibly cutting into your lane,T,The main street lights are brightly lit.,F,The place name must be written on the guide sign ahead.,F,,,PENDING,
