bank,id,topic,syllabus_ref,difficulty,is_hazard,prompt_en,prompt_my,prompt_ja,choice_a_en,choice_b_en,choice_c_en,choice_a_my,choice_b_my,choice_c_my,choice_a_ja,choice_b_ja,correct_answer,explanation_en,explanation_my,explanation_ja,hazard_p1_en,hazard_p1_answer,hazard_p2_en,hazard_p2_answer,hazard_p3_en,hazard_p3_answer,image_filename,media_src,verified,reviewer_notes
jp_car,jp_car_0040,honmen_expressway,jp.car.honmen.ch1-expressway,easy,N,Mopeds and motorcycles under 125cc are not allowed on expressways.,မြန်နှုန်းမြင့်လမ်းမတွင် မော်တော်ဆိုင်ကယ်ငယ်နှင့် ၁၂၅ စီစီအောက် မော်တော်ဆိုင်ကယ်များ သွားလာခွင့်မရှိ။,高速道路では、原動機付自転車や125cc以下の自動二輪車は通行することができない。,True,False,,,,,正しい,誤り,A,"Only motorcycles and cars over a certain displacement, excluding small motorcycles, are allowed to travel on the expressway; mopeds and motorcycles with a capacity of 125cc or less are not allowed.",မြန်နှုန်းမြင့်လမ်းမတွင် သွားလာနိုင်သည် ဆိုလိုသည်မှာ သတ်မှတ်ထားသော စီစီအထက် မော်တော်ဆိုင်ကယ်နှင့် ကားများသာဖြစ်ပြီး မော်တော်ဆိုင်ကယ်ငယ်နှင့် ၁၂၅ စီစီအောက်များ သွားလာခွင့်မရှိ။,高速道路を通行できるのは小型二輪を除く一定排気量以上の自動二輪車と自動車のみで、原動機付自転車や125cc以下の自動二輪車は通行できない。,,,,,,,,,PENDING,
jp_car,jp_car_0041,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,Minimum speed regulations will temporarily no longer apply if vehicles continue to drive at low speeds on expressways due to traffic jams.,မြန်နှုန်းမြင့်လမ်းမတွင် ယာဉ်ကြောအေးခြင်းစသည်ကြောင့် နှေးကွေးသော အရှိန်ဖြင့် ဆက်တိုက်မောင်းနှင်ရသောအခါ အနိမ့်ဆုံးအရှိန်ကန့်သတ်ချက်ကို ခေတ္တ ကင်းလွတ်ခွင့်ရသည်။,高速道路で渋滞などにより低速走行が続く場合は、最低速度規制が一時的に適用されなくなる。,True,False,,,,,正しい,誤り,A,"If a vehicle is forced to drive at a low speed due to traffic conditions, it is recognized that the minimum speed cannot be maintained and it is not a violation of regulations.",ယာဉ်ကြောအခြေအနေကြောင့် နှေးကွေးစွာ မောင်းနှင်ရန် မလွှဲမရှောင်သာသောအခါ အနိမ့်ဆုံးအရှိန်ကို မထိန်းနိုင်သည်ကို အသိအမှတ်ပြုပြီး ကန့်သတ်ချက်ချိုးဖောက်မှုအဖြစ် မမှတ်ယူပါ။,交通状況により低速走行を強いられる場合は、最低速度を維持できないことが認められ、規制違反とはならない。,,,,,,,,,PENDING,
jp_car,jp_car_0042,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,"The roadside strip (shoulder) of an expressway is a space for emergency vehicles, and as a general rule, they are not allowed to drive or park there.",မြန်နှုန်းမြင့်လမ်းမ၏ လမ်းဘေးနေရာ (ဂမ်းဘောင်) သည် အရေးပေါ်ယာဉ်များအတွက် နေရာဖြစ်ပြီး အခြေခံအားဖြင့် မောင်းနှင်ခြင်း သို့မဟုတ် ရပ်နား/ခေတ္တရပ်ခွင့်မရှိပါ။,高速道路の路側帯（路肩）は、緊急車両のためのスペースであり、原則として走行や駐停車はできない。,True,False,,,,,正しい,誤り,A,"The road shoulder is a space for evacuation of broken down vehicles and for emergency vehicles to pass, and in principle, it is prohibited for general vehicles to use it for driving or parking.",ဂမ်းဘောင်သည် ကားပျက်စီးချိန် ရှောင်ရန်နေရာနှင့် အရေးပေါ်ယာဉ်များ ဖြတ်သန်းရန်နေရာဖြစ်ပြီး ပုံမှန်ယာဉ်များက မောင်းနှင်ရန် သို့မဟုတ် ရပ်နားရန် အသုံးပြုခြင်းကို အခြေခံအားဖြင့် တားမြစ်ထားသည်။,路肩は故障車の退避や緊急車両通行のためのスペースであり、一般車両が走行や駐停車に使用することは原則禁止されている。,,,,,,,,,PENDING,
jp_car,jp_car_0043,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,"If you make a mistake while driving on the expressway, you can immediately check if it is safe and then back up and return to the original interchange.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် သွားရမည့်ဦးတည်ရာ မှားသွားပါက ထိုနေရာတွင် ဘေးကင်းမှုကို စစ်ဆေးပြီး နောက်ပြန်ဆုတ်ပြီး မူလအင်တာချိန်းချ်သို့ ပြန်သွားနိုင်သည်။,高速道路を走行中に行き先を間違えた場合、その場で安全を確認してバックして元のインターチェンジに戻ってもよい。,True,False,,,,,正しい,誤り,B,"Reversing or driving the wrong way on a highway is a dangerous act that can cause serious accidents, and you should never do it, and you should just continue to the next exit.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် နောက်ပြန်ဆုတ်ခြင်း သို့မဟုတ် ပြောင်းပြန်မောင်းခြင်းသည် ပြင်းထန်သော မတော်တဆမှုများကို ဖြစ်စေနိုင်သော အန္တရာယ်ရှိသော လုပ်ရပ်ဖြစ်၍ လုံးဝမပြုလုပ်ရဘဲ နောက်ထွက်ပေါက်အထိ ဆက်သွားသင့်သည်။,高速道路上での後退や逆走は重大な事故を引き起こす危険な行為であり、絶対に行ってはならず、次の出口まで進むべきである。,,,,,,,,,PENDING,
jp_car,jp_car_0044,honmen_expressway,jp.car.honmen.ch1-expressway,easy,N,"Before driving on the highway, it is advisable to check the fuel, coolant, tire pressure, etc.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် မောင်းနှင်ခြင်းမပြုမီ ဆီ၊ အအေးခံရေနှင့် ဘီးလေထုနှင့်စသည် စစ်ဆေးထားရန် သင့်လျော်သည်။,高速道路を走行する前には、燃料、冷却水、タイヤの空気圧などを点検しておくことが望ましい。,True,False,,,,,正しい,誤り,A,"Since it is difficult to stop on the highway, you should check the fuel, coolant, tires, etc. before driving.",မြန်နှုန်းမြင့်လမ်းမသည် လမ်းတွင်းတွင် ရပ်နားရန်ခက်ခဲသောကြောင့် မောင်းနှင်ခြင်းမပြုမီ ဆီ၊ အအေးခံရေနှင့် ဘီးစသည်တို့ကို စစ်ဆေးထားသင့်သည်။,高速道路は途中で停車することが難しいため、走行前に燃料・冷却水・タイヤ等の点検を済ませておくべきである。,,,,,,,,,PENDING,
jp_car,jp_car_0045,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,"When following a car in front on a highway, the faster the speed, the longer the distance between the cars needs to be.",မြန်နှုန်းမြင့်လမ်းမတွင် ရှေ့ကားနောက်လိုက်သောအခါ ကားကြားအကွာအဝေးသည် အရှိန်မြန်လေ ပိုလေး ရှည်လျားစွာထားရန် လိုအပ်သည်။,高速道路で前の車に追従する場合の車間距離は、速度が速くなるほど長くとる必要がある。,True,False,,,,,正しい,誤り,A,"The faster the speed, the longer the distance required to stop, so the distance between vehicles needs to be wide enough depending on the speed.",အရှိန်မြန်လေ ရပ်တန့်ရန် လိုအပ်သောအကွာအဝေး ရှည်လေဖြစ်သောကြောင့် ကားကြားအကွာအဝေးကို အရှိန်နှင့်လျော်ညီစွာ လုံလောက်စွာထားရန် လိုအပ်သည်။,速度が速くなるほど停止までに必要な距離が長くなるため、車間距離は速度に応じて十分に広くとる必要がある。,,,,,,,,,PENDING,
jp_car,jp_car_0046,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,"When exiting a highway onto a local road, the correct method is to enter the deceleration lane and then slow down.",မြန်နှုန်းမြင့်လမ်းမမှ ပုံမှန်လမ်းသို့ထွက်ချိန် အရှိန်လျှော့လမ်းကြောင်းသို့ ဝင်ပြီးမှ အရှိန်လျှော့ရန် မှန်ကန်သောနည်းလမ်းဖြစ်သည်။,高速道路から一般道路へ出る場合は、減速車線に入ってから速度を落とすのが正しい方法である。,True,False,,,,,正しい,誤り,A,"If you slow down on the main road, there is a risk of a rear-end collision with the vehicle behind you, so you should gradually reduce your speed after entering the deceleration lane.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် အရှိန်လျှော့လျှင် နောက်လိုက်ကားနှင့် တိုက်မိနိုင်သော အန္တရာယ်ရှိသောကြောင့် အရှိန်လျှော့လမ်းကြောင်းသို့ဝင်ပြီးမှ တဖြည်းဖြည်း အရှိန်လျှော့သင့်သည်။,本線上で速度を落とすと後続車との追突の危険があるため、減速車線に入ってから徐々に速度を落とすべきである。,,,,,,,,,PENDING,
jp_car,jp_car_0047,honmen_expressway,jp.car.honmen.ch1-expressway,easy,N,The uphill lane on an expressway is a lane for slow-moving large vehicles and is prohibited for general vehicles to pass.,မြန်နှုန်းမြင့်လမ်းမ၏ တောင်တက်လမ်းကြောင်းသည် အရှိန်နှေးသော ကားအကြီးစားများအတွက် လမ်းကြောင်းဖြစ်ပြီး ကျော်တက်ရန် ပုံမှန်ကားများ မောင်းနှင်ခြင်းကို တားမြစ်ထားသည်။,高速道路の登坂車線は、速度の遅い大型車などのための車線であり、追い越しのために一般の車が走行することは禁止される。,True,False,,,,,正しい,誤り,A,"The uphill lane is a lane for large vehicles that slow down on slopes, and is not intended to be used for overtaking purposes.",တောင်တက်လမ်းကြောင်းသည် တောင်ပေါ်လမ်းတွင် အရှိန်ကျသွားသော ကားအကြီးစားများအတွက် လမ်းကြောင်းဖြစ်ပြီး ၎င်းကို ကျော်တက်ရန် ရည်ရွယ်ချက်ဖြင့် အသုံးပြုခြင်းကို မရည်ရွယ်ပါ။,登坂車線は坂道で速度が落ちる大型車等のための車線で、これを追い越し目的で使用することは想定されていない。,,,,,,,,,PENDING,
jp_car,jp_car_0048,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,"In the case of a fire that occurs on a highway, if it is difficult to extinguish the fire, you should stop your car on the side of the road and evacuate to a safe location immediately.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် မီးလောင်မှုဖြစ်ပါက မီးငြှိမ်းရန်ခက်ခဲလျှင် ကားကို ဂမ်းဘောင်တွင်ရပ်ပြီး ချက်ချင်း ဘေးကင်းသောနေရာသို့ ရွေ့ရမည်။,高速道路上で発生した火災の場合、消火が困難であれば車を路肩に止めてすぐに安全な場所へ避難するべきである。,True,False,,,,,正しい,誤り,A,"In the event of a fire on a highway, the priority is not to forcefully try to extinguish the fire, but rather to quickly evacuate to a safe location, such as outside a guardrail.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် မီးလောင်ချိန် အတင်းအကျပ် မီးငြှိမ်းရန်မကြိုးစားဘဲ ဂမ်းရိုးခြံစည်းရိုးအပြင်ဘက်ကဲ့သို့ ဘေးကင်းသောနေရာသို့ မြန်မြန်ဆန်ဆန် ရွေ့ရန်ကို ဦးစားပေးသည်။,高速道路上での火災時は無理に消火を試みず、ガードレールの外など安全な場所へ速やかに避難することが優先される。,,,,,,,,,PENDING,
jp_car,jp_car_0049,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,"In expressway service areas and parking areas, there is no problem even if you park for a long time as long as you are just taking a break.",မြန်နှုန်းမြင့်လမ်းမ၏ ဝန်ဆောင်မှုနေရာများနှင့် ကားရပ်နားရာများတွင် နားနေရန်အတွက် ရပ်နားလျှင် ကြာရှည်ရပ်နားသော်လည်း ပြဿနာမရှိပါ။,高速道路のサービスエリアやパーキングエリアでは、休憩のための駐車であれば長時間でも問題ない。,True,False,,,,,正しい,誤り,B,"Service areas are places for resting and replenishing supplies, and parking for long periods of time is a hindrance to other users and should be avoided.",ဝန်ဆောင်မှုနေရာများသည် နားနေခြင်းနှင့် ပစ္စည်းဖြည့်တင်းရန်အတွက် နေရာများဖြစ်ပြီး ကြာရှည်ရပ်နားခြင်းသည် အခြားအသုံးပြုသူများကို နှောင့်ယှက်သောကြောင့် ရှောင်ရှားသင့်သည်။,サービスエリア等は休憩や物資補給のための場所であり、長時間にわたる駐車は他の利用者の妨げとなるため避けるべきである。,,,,,,,,,PENDING,
jp_car,jp_car_0050,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,"If you are forced to stop due to a breakdown on the main road of a highway, you should move to a safe location further to the left of the shoulder if possible.",မြန်နှုန်းမြင့်လမ်းမ၏ လမ်းမအတွင်း ကားပျက်စီးပြီး ရပ်ရန်မလွှဲမရှောင်သာပါက ဖြစ်နိုင်လျှင် ဂမ်းဘောင်ထက်ပင် ဘယ်ဘက်ရှိ ဘေးကင်းသောနေရာသို့ ရွှေ့ရမည်။,高速道路の本線車道で故障し停止せざるを得ない場合、可能であれば路肩よりもさらに左の安全な場所まで移動するべきである。,True,False,,,,,正しい,誤り,A,"Stopping on the main road is extremely dangerous, so vehicles should be moved to the shoulder of the road or to a safer evacuation space if possible.",လမ်းမအတွင်း ရပ်နားခြင်းသည် အလွန်အန္တရာယ်ရှိသောကြောင့် ဖြစ်နိုင်သမျှ ဂမ်းဘောင် သို့မဟုတ် ပိုမိုဘေးကင်းသော ခိုလှုံနေရာသို့ ယာဉ်ကို ရွှေ့ရန် လိုအပ်သည်။,本線上での停止は非常に危険なため、可能な限り路肩やさらに安全な退避スペースまで車両を移動させる必要がある。,,,,,,,,,PENDING,
jp_car,jp_car_0051,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,"If you feel drowsy while driving on the expressway, you should go to a service area and take a break.",မြန်နှုန်းမြင့်လမ်းမပေါ် မောင်းနှင်နေစဉ် အိပ်ငိုက်ချင်စိတ်ရှိလာပါက ဝန်ဆောင်မှုနေရာစသည်ကို ဝင်ပြီး နားနေသင့်သည်။,高速道路を走行中、眠気を感じたときはサービスエリアなどに入って休憩を取るべきである。,True,False,,,,,正しい,誤り,A,"Drowsy driving on the expressway can cause serious accidents, so if you feel drowsy, you should immediately take a rest at a service area.",မြန်နှုန်းမြင့်လမ်းမတွင် အိပ်ငိုက်လျက် မောင်းနှင်ခြင်းသည် ပြင်းထန်သော မတော်တဆမှုများ၏ အကြောင်းတစ်ခုဖြစ်သောကြောင့် အိပ်ငိုက်ချင်စိတ်ရှိလာလျှင် ဝန်ဆောင်မှုနေရာစသည်တွင် မြန်မြန်ဆန်ဆန် နားနေသင့်သည်။,高速道路での居眠り運転は重大事故の原因となるため、眠気を感じたら速やかにサービスエリア等で休息を取るべきである。,,,,,,,,,PENDING,
jp_car,jp_car_0052,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,"If there is a chain restriction on the expressway, you do not need to wear chains if you are wearing studless tires.",မြန်နှုန်းမြင့်လမ်းမတွင် ချိန်းအသုံးပြုရန် ကန့်သတ်ချက်ထုတ်ပြန်ထားလျှင် ဆတဒ်လက်စ်ဘီး တပ်ဆင်ထားလျှင် ချိန်းမတပ်ဆင်သော်လည်း ပြဿနာမရှိပါ။,高速道路でチェーン規制が出されている場合、スタッドレスタイヤを装着していればチェーンを装着しなくてもよい。,True,False,,,,,正しい,誤り,B,"In areas where chain restrictions have been issued, drivers are not allowed to drive with only studded tires; tires must be equipped with chains.",ချိန်းကန့်သတ်ချက် ထုတ်ပြန်ထားသော လမ်းပိုင်းတွင် ဆတဒ်လက်စ်ဘီးတစ်ခုတည်းဖြင့် သွားလာခွင့်မပြုဘဲ ဘီးချိန်းကို မဖြစ်မနေ တပ်ဆင်ရမည်။,チェーン規制が発令されている区間では、スタッドレスタイヤだけでは通行が認められず、必ずタイヤチェーンを装着しなければならない。,,,,,,,,,PENDING,
jp_car,jp_car_0053,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,"As a general rule, overtaking on expressways must be done using the right lane.",မြန်နှုန်းမြင့်လမ်းမတွင် ကျော်တက်ခြင်းကို အခြေခံအားဖြင့် ညာဘက်လမ်းကြောင်းကို အသုံးပြု၍ ပြုလုပ်ရမည်။,高速道路での追い越しは、原則として右側の車線を使って行わなければならない。,True,False,,,,,正しい,誤り,A,"Japanese expressways drive on the left, so when passing the vehicle in front of you, move into the right lane and quickly return to your original lane after passing.",ဂျပန်၏ မြန်နှုန်းမြင့်လမ်းမသည် ဘယ်ဘက်ယာဉ်စီးသွားရသောကြောင့် ရှေ့ကားကို ကျော်တက်ချိန် ညာဘက်လမ်းကြောင်းသို့ထွက်ပြီး ကျော်တက်ပြီးနောက် မူလလမ်းကြောင်းသို့ မြန်မြန်ဆန်ဆန် ပြန်လာရမည်။,日本の高速道路は左側通行のため、前車を追い越す際は右側の車線に出て追い越し、追い越し後は速やかに元の車線に戻る。,,,,,,,,,PENDING,
jp_car,jp_car_0054,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,"Vehicles not equipped with ETC can also enter the gates marked ""ETC only"" at expressway entrances.","မြန်နှုန်းမြင့်လမ်းမ ဝင်ပေါက်ရှိ ""ETC အထူးသုံး"" ဟု ပြသည့်တံခါးအတွင်းသို့ ETC တပ်ဆင်ထားခြင်းမရှိသော ကားများလည်း ဝင်နိုင်သည်။",高速道路の入口で「ETC専用」と表示されたゲートには、ETCを搭載していない車も進入できる。,True,False,,,,,正しい,誤り,B,"ETC-only gates are lanes where only ETC-equipped vehicles can pass, and if a vehicle without ETC enters, they will not be able to pass through, causing trouble.",ETC အထူးသုံးတံခါးသည် ETC တပ်ဆင်ထားသောကားများသာ ဖြတ်သွားနိုင်သော လမ်းကြောင်းဖြစ်ပြီး ETC မတပ်ဆင်ထားသောကား ဝင်လျှင် ဖြတ်သွားနိုင်မည်မဟုတ်ဘဲ ပြဿနာဖြစ်စေသည်။,ETC専用ゲートはETC搭載車のみが通行できるレーンであり、ETCを搭載していない車が進入すると通行できずトラブルの原因となる。,,,,,,,,,PENDING,
jp_car,jp_car_0055,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,"At expressway junctions, vehicles traveling on the main road have a legal obligation to yield to merging vehicles.",မြန်နှုန်းမြင့်လမ်းမ၏ ပေါင်းစည်းရာနေရာတွင် လမ်းမပေါ်မှ ကားများသည် ပေါင်းစည်းလာသောကားများအတွက် ဥပဒေအရ လမ်းဖယ်ပေးရန် တာဝန်ရှိသည်။,高速道路の合流地点では、本線を走る車には合流車に対して進路を譲る法的義務がある。,True,False,,,,,正しい,誤り,B,"At merging points, main line cars have priority, and the merging car has the obligation to follow the flow of the main line and move into a safe gap.",ပေါင်းစည်းရာနေရာတွင် လမ်းမပေါ်မှ ကားများက ဦးစားပေးခွင့်ရှိပြီး ပေါင်းစည်းလာသောကားဘက်က လမ်းမ၏ ယာဉ်စီးကြောင်းကိုကြည့်၍ ဘေးကင်းသောနေရာတွင် ဝင်ရန် တာဝန်ရှိသည်။,合流地点では本線車に優先権があり、合流車側が本線の流れを見て安全な隙間に入る義務を負う。,,,,,,,,,PENDING,
jp_car,jp_car_0056,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,"When turning right at an intersection, you only need to pay attention to the vehicle in the rightmost lane, even if there are multiple lanes of oncoming traffic.",လမ်းဆုံတွင် ညာဘက်ကွေ့ချိန် ဆန့်ကျင်ဘက်လမ်းကြောင်းတွင် လမ်းကြောင်းများစွာရှိသော်လည်း အညာဘက်ဆုံးလမ်းကြောင်းရှိကားကိုသာ သတိပြုရန်လိုသည်။,交差点で右折する際、対向車線に複数の車線がある場合でも、最も右側の車線にいる車だけに注意すればよい。,True,False,,,,,正しい,誤り,B,"If there are multiple oncoming traffic lanes, it is necessary to pay attention to straight cars and motorcycles from all lanes, and to lanes that are prone to blind spots.",ဆန့်ကျင်ဘက်လမ်းကြောင်းများစွာရှိသောအခါ လမ်းကြောင်းအားလုံးမှလာသော တည့်တည့်ကားများနှင့် ဆိုင်ကယ်များကို သတိပြုပြီး မြင်ရခက်သော လမ်းကြောင်းများကိုလည်း ဂရုစိုက်ရန်လိုသည်။,対向車線が複数ある場合は、すべての車線から来る直進車やバイクなどに注意し、死角になりやすい車線にも気を配る必要がある。,,,,,,,,,PENDING,
jp_car,jp_car_0057,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,hard,N,"Even if there is a green light at an intersection with a traffic light, if there are pedestrians who have not yet crossed the intersection, they must not start.",မီးပွိုင့်ရှိသော လမ်းဆုံတွင် အစိမ်းမီးထွန်းနေသော်လည်း လမ်းဆုံအတွင်း ကူးဆဲ မပြီးသေးသော လူသွားလူလာရှိပါက မထွက်ရပါ။,信号機のある交差点で青信号でも、すでに交差点内に渡り終えていない歩行者がいる場合は発進してはならない。,True,False,,,,,正しい,誤り,A,"If there are pedestrians who have not yet crossed the street at a crosswalk or intersection even after the traffic lights have changed, you must ensure that you do not obstruct their passage.",မီးပွိုင့်ပြောင်းသွားသော်လည်း လူကူးမျဉ်း သို့မဟုတ် လမ်းဆုံအတွင်း ကူးဆဲမပြီးသေးသော လူသွားလူလာရှိပါက ၎င်း၏သွားလာမှုကို မနှောင့်ယှက်ရပါ။,信号が変わっても横断歩道や交差点内に渡り終えていない歩行者がいる場合は、その通行を妨げないようにしなければならない。,,,,,,,,,PENDING,
jp_car,jp_car_0058,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,"If there is a sign indicating an area where animals may jump out, drivers should slow down and be prepared for it.","""တိရစ္ဆာန်ရုတ်တရက် ထွက်လာနိုင်ခြင်း"" ဖြစ်နိုင်ခြေရှိသော နယ်မြေကို ပြသည့်ဆိုင်းဘုတ်ရှိပါက မောင်းသူသည် ၎င်းအတွက် ကြိုတင်ပြင်ဆင်ပြီး အရှိန်လျှော့သင့်သည်။",「動物が飛び出す」恐れのある区域を示す標識がある場合、運転者はそれに備えて速度を落とすべきである。,True,False,,,,,正しい,誤り,A,"In areas with animal caution signs, you should slow down and be prepared as wild animals may suddenly jump onto the road.",တိရစ္ဆာန်သတိပေးဆိုင်းဘုတ်ရှိသော လမ်းပိုင်းတွင် တောတိရစ္ဆာန်များ ရုတ်တရက် လမ်းပေါ်သို့ ပေါ်လာနိုင်သောကြောင့် အရှိန်လျှော့ပြီး ပြင်ဆင်ထားရန် လိုအပ်သည်။,動物注意の標識がある区間では、野生動物が突然道路に飛び出す可能性があるため、速度を落として備える必要がある。,,,,,,,,,PENDING,
jp_car,jp_car_0059,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,hard,N,"When vehicles enter an unsignalized intersection from multiple directions at the same time, the largest vehicle has priority.",မီးပွိုင့်မရှိသော လမ်းဆုံသို့ တစ်ချိန်တည်း ဦးတည်ရာများစွာမှ ကားများ ဝင်လာသောအခါ အကြီးဆုံးယာဉ်က ဦးစားပေးခံရသည်။,信号のない交差点に同時に複数の方向から車が進入する場合、最も大きい車両が優先される。,True,False,,,,,正しい,誤り,B,"The size of the vehicle has no bearing on the priority order; the priority order is determined based on factors such as road width, the presence or absence of signs, and the principle of giving priority to the left side.",ယာဉ်အရွယ်အစားသည် ဦးစားပေးအစီအစဉ်နှင့် မသက်ဆိုင်ဘဲ လမ်းအကျယ်၊ ဆိုင်းဘုတ်ရှိ၊ မရှိနှင့် ဘယ်ဘက်ဦးစားပေးစသည့် အခြေခံမူများအပေါ် မူတည်၍ ဦးစားပေးအစီအစဉ်ကို ဆုံးဖြတ်သည်။,車両の大きさは優先順位に関係せず、道幅・標識の有無・左方優先の原則などに基づいて優先順位が決まる。,,,,,,,,,PENDING,
jp_car,jp_car_0060,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,Vehicles waiting to make a right turn at an intersection may wait just inside the center of the intersection until there is no oncoming traffic.,လမ်းဆုံတွင် ညာဘက်ကွေ့ရန် စောင့်နေသောကားသည် ဆန့်ကျင်ဘက်ကားများ ပြတ်တောက်သည်အထိ လမ်းဆုံအလယ်ဗဟိုချက်အနီးအတွင်းဘက်တွင် စောင့်ဆိုင်းနိုင်သည်။,交差点で右折待ちの車は、対向車が途切れるまで交差点の中心の直近内側で待機してよい。,True,False,,,,,正しい,誤り,A,"As a general rule, vehicles waiting to turn right are allowed to pass just inside the center of the intersection, waiting for oncoming traffic to pass before turning right.",ညာဘက်ကွေ့ရန်စောင့်နေသော ယာဉ်သည် လမ်းဆုံအလယ်ဗဟိုချက်အနီးအတွင်းဘက်ကို သွားလာရန် အခြေခံအားဖြင့် ခွင့်ပြုထားပြီး ဆန့်ကျင်ဘက်ကားများ ဖြတ်သွားသည်အထိ စောင့်ပြီးမှ ညာဘက်ကွေ့ရမည်။,右折待ちの車両は交差点の中心の直近内側を通行することが原則として認められ、対向車の通過を待って右折する。,,,,,,,,,PENDING,
jp_car,jp_car_0061,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,"Even if there is no ""stop"" sign at an intersection, you should drive slowly at intersections with poor visibility and check for safety.","လမ်းဆုံတွင် ""ခေတ္တရပ်ပါ"" ဆိုင်းဘုတ် မရှိသော်လည်း မြင်နိုင်စွမ်းနည်းသော လမ်းဆုံများတွင် အရှိန်လျှော့ပြီး ဘေးကင်းမှုကို စစ်ဆေးရန် လိုအပ်သည်။",交差点に「一時停止」の標識がない場合でも、見通しの悪い交差点では徐行して安全を確認する必要がある。,True,False,,,,,正しい,誤り,A,"Regardless of whether there are signs or not, the basics of safe driving are to drive slowly at intersections with poor visibility and check both sides for safety.",ဆိုင်းဘုတ်ရှိ၊ မရှိမသက်ဆိုင်ဘဲ မြင်နိုင်စွမ်းနည်းသော လမ်းဆုံများတွင် အရှိန်လျှော့ပြီး ဘယ်/ညာဘက် ဘေးကင်းမှုကို စစ်ဆေးခြင်းသည် ဘေးကင်းစွာမောင်းနှင်ခြင်း၏ အခြေခံဖြစ်သည်။,標識の有無にかかわらず、見通しの悪い交差点では徐行して左右の安全を確認することが安全運転の基本である。,,,,,,,,,PENDING,
jp_car,jp_car_0062,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,hard,N,"When a yellow light turns on at an intersection with traffic lights, vehicles immediately in front of the stop line must stop if it is safe to do so.",မီးပွိုင့်ရှိသော လမ်းဆုံတွင် အဝါမီးထွန်းသောအခါ ခေတ္တရပ်လိုင်းအနီးတွင်ရှိသောကားသည် ဘေးကင်းစွာရပ်နိုင်ပါက မဖြစ်မနေ ရပ်ရမည်။,信号機のある交差点で黄色信号が点灯したとき、停止線の直前にいる車は安全に停止できる場合は必ず停止しなければならない。,True,False,,,,,正しい,誤り,A,"A yellow light generally means a stop, and if it is safe to do so, you must stop just before the stop line.",အဝါမီးသည် အခြေခံအားဖြင့် ရပ်ရန်ဆိုလိုပြီး ဘေးကင်းစွာ ရပ်နိုင်ပါက ခေတ္တရပ်လိုင်းရှေ့တွင် ရပ်ရမည်။,黄色信号は原則停止を意味し、安全に停止できる場合は停止線の直前で停止しなければならない。,,,,,,,,,PENDING,
jp_car,jp_car_0063,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,"If your path is likely to be blocked at an intersection, you may enter the intersection even if you know it is busy.",လမ်းဆုံအတွင်း သွားလာမှု ပိတ်ဆို့နိုင်သည်ကို သိရှိနေသော်လည်း လမ်းဆုံသို့ ဝင်နိုင်သည်။,交差点内で進路を妨げられそうな場合、交差点が混雑していると分かっていても進入してよい。,True,False,,,,,正しい,誤り,B,"If there is a risk that you may become stuck within the intersection, do not enter the intersection even if the traffic light is green.",လမ်းဆုံအတွင်း မရွေ့နိုင်ဖြစ်နိုင်ခြေရှိပါက မီးပွိုင့်အစိမ်းရောင်ဖြစ်နေသော်လည်း လမ်းဆုံအတွင်းသို့ မဝင်ရပါ။,交差点内で動けなくなるおそれがある場合は、信号が青であっても交差点に進入してはならない。,,,,,,,,,PENDING,
